Cod_Provincia,Fecha,OCUPADAS_COVID19
26,2021-03-03,59
26,2021-03-04,60
26,2021-03-05,58
26,2021-03-06,58
26,2021-03-07,63
26,2021-03-08,63
26,2021-03-09,60
26,2021-03-10,54
26,2021-03-11,51
26,2021-03-12,47
26,2021-03-13,47
26,2021-03-14,47
26,2021-03-15,52
26,2021-03-16,49
26,2021-03-17,46
26,2021-03-18,44
26,2021-03-19,45
26,2021-03-20,45
26,2021-03-21,47
26,2021-03-22,43
26,2021-03-23,41
26,2021-03-24,42
26,2021-03-25,39
26,2021-03-26,40
26,2021-03-27,40
26,2021-03-28,44
26,2021-03-29,47
26,2021-03-30,49
26,2021-03-31,49
26,2021-04-01,49
26,2021-04-02,61
26,2021-04-03,61
26,2021-04-04,60
26,2021-04-05,63
26,2021-04-06,60
26,2021-04-07,63
26,2021-04-08,69
26,2021-04-09,66
26,2021-04-10,66
26,2021-04-11,76
26,2021-04-12,77
26,2021-04-13,77
26,2021-04-14,72
26,2021-04-15,73
26,2021-04-16,66
26,2021-04-17,66
26,2021-04-18,74
26,2021-04-19,70
26,2021-04-20,72
26,2021-04-21,71
26,2021-04-22,75
26,2021-04-23,71
26,2021-04-24,71
26,2021-04-25,80
26,2021-04-26,79
26,2021-04-27,83
26,2021-04-28,73
26,2021-04-29,73
26,2021-04-30,73
26,2021-05-01,73
26,2021-05-02,78
26,2021-05-03,69
26,2021-05-04,64
26,2021-05-05,65
26,2021-05-06,70
26,2021-05-07,68
26,2021-05-08,68
26,2021-05-09,73
27,2020-08-19,7
27,2020-08-20,6
27,2020-08-21,6
27,2020-08-22,6
27,2020-08-23,7
27,2020-08-24,9
27,2020-08-25,9
27,2020-08-26,13
27,2020-08-27,18
27,2020-08-28,21
27,2020-08-29,21
27,2020-08-30,21
27,2020-08-31,37
27,2020-09-01,41
27,2020-09-02,44
27,2020-09-03,55
27,2020-09-04,62
27,2020-09-05,62
27,2020-09-06,59
27,2020-09-07,62
27,2020-09-08,72
27,2020-09-09,72
27,2020-09-10,69
27,2020-09-11,64
27,2020-09-12,64
27,2020-09-13,66
27,2020-09-14,62
27,2020-09-15,60
27,2020-09-16,57
27,2020-09-17,57
27,2020-09-18,54
27,2020-09-19,54
27,2020-09-20,58
27,2020-09-21,56
27,2020-09-22,55
27,2020-09-23,50
27,2020-09-24,53
27,2020-09-25,38
27,2020-09-26,38
27,2020-09-27,40
27,2020-09-28,38
27,2020-09-29,34
27,2020-09-30,31
27,2020-10-01,26
27,2020-10-02,27
27,2020-10-03,27
27,2020-10-04,30
27,2020-10-05,31
27,2020-10-06,30
27,2020-10-07,31
27,2020-10-08,55
27,2020-10-09,25
27,2020-10-10,25
27,2020-10-11,25
27,2020-10-12,3
27,2020-10-13,2
27,2020-10-14,26
27,2020-10-15,67
27,2020-10-16,20
27,2020-10-17,20
27,2020-10-18,20
27,2020-10-19,20
27,2020-10-20,2
27,2020-10-21,16
27,2020-10-22,19
27,2020-10-23,24
27,2020-10-24,24
27,2020-10-25,26
27,2020-10-26,30
27,2020-10-27,32
27,2020-10-28,32
27,2020-10-29,74
27,2020-10-30,30
27,2020-10-31,30
27,2020-11-01,33
27,2020-11-02,23
27,2020-11-03,25
27,2020-11-04,28
27,2020-11-05,35
27,2020-11-06,31
27,2020-11-07,31
27,2020-11-08,41
27,2020-11-09,39
27,2020-11-10,42
27,2020-11-11,40
27,2020-11-12,70
27,2020-11-13,36
27,2020-11-14,36
27,2020-11-15,36
27,2020-11-16,6
27,2020-11-17,43
27,2020-11-18,36
27,2020-11-19,36
27,2020-11-20,33
27,2020-11-21,33
27,2020-11-22,34
27,2020-11-23,32
27,2020-11-24,29
27,2020-11-25,26
27,2020-11-26,30
27,2020-11-27,29
27,2020-11-28,29
27,2020-11-29,35
27,2020-11-30,29
27,2020-12-01,26
27,2020-12-02,23
27,2020-12-03,22
27,2020-12-04,27
27,2020-12-05,27
27,2020-12-06,26
27,2020-12-07,26
27,2020-12-08,28
27,2020-12-09,28
27,2020-12-10,23
27,2020-12-11,23
27,2020-12-12,23
27,2020-12-13,24
27,2020-12-14,22
27,2020-12-15,18
27,2020-12-16,16
27,2020-12-17,16
27,2020-12-18,14
27,2020-12-19,14
27,2020-12-20,14
27,2020-12-21,13
27,2020-12-22,12
27,2020-12-23,12
27,2020-12-24,12
27,2020-12-25,34
27,2020-12-26,34
27,2020-12-27,37
27,2020-12-28,35
27,2020-12-29,9
27,2020-12-30,9
27,2020-12-31,9
27,2021-01-01,8
27,2021-01-02,8
27,2021-01-03,10
27,2021-01-04,7
27,2021-01-05,7
27,2021-01-06,6
27,2021-01-07,4
27,2021-01-08,5
27,2021-01-09,5
27,2021-01-10,12
27,2021-01-11,14
27,2021-01-12,14
27,2021-01-13,33
27,2021-01-14,31
27,2021-01-15,37
27,2021-01-16,37
27,2021-01-17,37
27,2021-01-18,47
27,2021-01-19,47
27,2021-01-20,50
27,2021-01-21,47
27,2021-01-22,53
27,2021-01-23,53
27,2021-01-24,67
27,2021-01-25,67
27,2021-01-26,63
27,2021-01-27,62
27,2021-01-28,63
27,2021-01-29,74
27,2021-01-30,74
27,2021-01-31,89
27,2021-02-01,92
27,2021-02-02,90
27,2021-02-03,98
27,2021-02-04,95
27,2021-02-05,96
27,2021-02-06,95
27,2021-02-07,97
27,2021-02-08,28
27,2021-02-09,91
27,2021-02-10,90
27,2021-02-11,85
27,2021-02-12,83
27,2021-02-13,82
27,2021-02-14,77
27,2021-02-15,65
27,2021-02-16,69
27,2021-02-17,58
27,2021-02-18,52
27,2021-02-19,50
27,2021-02-20,50
27,2021-02-21,46
27,2021-02-22,37
27,2021-02-23,35
27,2021-02-24,35
27,2021-02-25,31
27,2021-02-26,31
27,2021-02-27,31
27,2021-02-28,30
27,2021-03-01,31
27,2021-03-02,29
27,2021-03-03,23
27,2021-03-04,20
27,2021-03-05,22
27,2021-03-06,22
27,2021-03-07,19
27,2021-03-08,16
27,2021-03-09,15
27,2021-03-10,15
27,2021-03-11,16
27,2021-03-12,15
27,2021-03-13,15
27,2021-03-14,17
27,2021-03-15,14
27,2021-03-16,14
27,2021-03-17,12
27,2021-03-18,11
27,2021-03-19,9
27,2021-03-20,9
27,2021-03-21,6
27,2021-03-22,7
27,2021-03-23,7
27,2021-03-24,8
27,2021-03-25,10
27,2021-03-26,11
27,2021-03-27,11
27,2021-03-28,13
27,2021-03-29,10
27,2021-03-30,10
27,2021-03-31,11
27,2021-04-01,12
27,2021-04-02,8
27,2021-04-03,8
27,2021-04-04,9
27,2021-04-05,9
27,2021-04-06,7
27,2021-04-07,7
27,2021-04-08,6
27,2021-04-09,5
27,2021-04-10,5
27,2021-04-11,10
27,2021-04-12,10
27,2021-04-13,11
27,2021-04-14,10
27,2021-04-15,9
27,2021-04-16,8
27,2021-04-17,9
27,2021-04-18,11
27,2021-04-19,12
27,2021-04-20,12
27,2021-04-21,11
27,2021-04-22,12
27,2021-04-23,10
27,2021-04-24,10
27,2021-04-25,11
27,2021-04-26,16
27,2021-04-27,13
27,2021-04-28,15
27,2021-04-29,15
27,2021-04-30,12
27,2021-05-01,6
27,2021-05-02,13
27,2021-05-03,10
27,2021-05-04,8
27,2021-05-05,8
27,2021-05-06,5
27,2021-05-07,5
27,2021-05-08,4
27,2021-05-09,5
28,2020-08-19,1293
28,2020-08-20,1361
28,2020-08-21,1369
28,2020-08-22,1422
28,2020-08-23,1628
28,2020-08-24,1723
28,2020-08-25,1899
28,2020-08-26,1859
28,2020-08-27,1984
28,2020-08-28,1921
28,2020-08-29,1975
28,2020-08-30,2141
28,2020-08-31,2149
28,2020-09-01,2149
28,2020-09-02,2172
28,2020-09-03,2197
28,2020-09-04,2237
28,2020-09-05,2370
28,2020-09-06,2519
28,2020-09-07,2514
28,2020-09-08,2510
28,2020-09-09,2582
28,2020-09-10,2598
28,2020-09-11,2647
28,2020-09-12,2767
28,2020-09-13,3008
28,2020-09-14,3095
28,2020-09-15,3221
28,2020-09-16,3337
28,2020-09-17,3395
28,2020-09-18,3427
28,2020-09-19,3502
28,2020-09-20,3878
28,2020-09-21,3786
28,2020-09-22,3826
28,2020-09-23,3982
28,2020-09-24,3886
28,2020-09-25,3802
28,2020-09-26,3865
28,2020-09-27,3893
28,2020-09-28,3788
28,2020-09-29,3698
28,2020-09-30,3634
28,2020-10-01,3567
28,2020-10-02,3448
28,2020-10-03,3530
28,2020-10-04,3626
28,2020-10-05,3487
28,2020-10-06,3450
28,2020-10-07,3365
28,2020-10-08,3262
28,2020-10-09,3106
28,2020-10-10,3157
28,2020-10-11,3177
28,2020-10-12,3334
28,2020-10-13,3266
28,2020-10-14,3211
28,2020-10-15,3177
28,2020-10-16,3074
28,2020-10-17,3097
28,2020-10-18,3228
28,2020-10-19,3182
28,2020-10-20,3164
28,2020-10-21,3316
28,2020-10-22,3146
28,2020-10-23,3061
28,2020-10-24,3120
28,2020-10-25,3191
28,2020-10-26,3133
28,2020-10-27,3016
28,2020-10-28,3001
28,2020-10-29,3213
28,2020-10-30,2889
28,2020-10-31,2898
28,2020-11-01,2948
28,2020-11-02,3036
28,2020-11-03,2999
28,2020-11-04,2927
28,2020-11-05,2836
28,2020-11-06,2661
28,2020-11-07,2681
28,2020-11-08,2738
28,2020-11-09,2778
28,2020-11-10,2788
28,2020-11-11,2610
28,2020-11-12,2603
28,2020-11-13,2538
28,2020-11-14,2549
28,2020-11-15,2584
28,2020-11-16,2454
28,2020-11-17,2395
28,2020-11-18,2295
28,2020-11-19,2197
28,2020-11-20,2021
28,2020-11-21,2041
28,2020-11-22,2309
28,2020-11-23,2056
28,2020-11-24,1971
28,2020-11-25,1905
28,2020-11-26,1898
28,2020-11-27,1732
28,2020-11-28,1761
28,2020-11-29,1839
28,2020-11-30,1824
28,2020-12-01,1751
28,2020-12-02,1717
28,2020-12-03,1613
28,2020-12-04,1527
28,2020-12-05,1526
28,2020-12-06,1570
28,2020-12-07,1548
28,2020-12-08,1684
28,2020-12-09,1629
28,2020-12-10,1615
28,2020-12-11,1576
28,2020-12-12,1598
28,2020-12-13,1777
28,2020-12-14,1689
28,2020-12-15,1700
28,2020-12-16,1716
28,2020-12-17,1838
28,2020-12-18,1676
28,2020-12-19,1697
28,2020-12-20,1788
28,2020-12-21,1798
28,2020-12-22,1826
28,2020-12-23,1759
28,2020-12-24,1761
28,2020-12-25,1935
28,2020-12-26,1935
28,2020-12-27,1875
28,2020-12-28,2000
28,2020-12-29,1975
28,2020-12-30,1880
28,2020-12-31,1898
28,2021-01-01,1976
28,2021-01-02,2031
28,2021-01-03,2216
28,2021-01-04,2304
28,2021-01-05,2349
28,2021-01-06,2407
28,2021-01-07,2454
28,2021-01-08,2524
28,2021-01-09,2576
28,2021-01-10,2717
28,2021-01-11,2971
28,2021-01-12,2926
28,2021-01-13,3015
28,2021-01-14,3116
28,2021-01-15,3175
28,2021-01-16,3245
28,2021-01-17,3597
28,2021-01-18,3674
28,2021-01-19,3895
28,2021-01-20,4403
28,2021-01-21,4556
28,2021-01-22,4577
28,2021-01-23,4654
28,2021-01-24,5051
28,2021-01-25,5016
28,2021-01-26,5009
28,2021-01-27,5021
28,2021-01-28,5011
28,2021-01-29,4876
28,2021-01-30,5016
28,2021-01-31,5191
28,2021-02-01,5090
28,2021-02-02,4997
28,2021-02-03,4872
28,2021-02-04,4877
28,2021-02-05,4692
28,2021-02-06,4666
28,2021-02-07,4856
28,2021-02-08,4588
28,2021-02-09,4448
28,2021-02-10,4340
28,2021-02-11,4212
28,2021-02-12,3951
28,2021-02-13,3964
28,2021-02-14,4046
28,2021-02-15,3794
28,2021-02-16,3596
28,2021-02-17,3439
28,2021-02-18,3272
28,2021-02-19,3034
28,2021-02-20,3054
28,2021-02-21,3232
28,2021-02-22,2948
28,2021-02-23,2817
28,2021-02-24,2699
28,2021-02-25,2613
28,2021-02-26,2489
28,2021-02-27,2514
28,2021-02-28,2575
28,2021-03-01,2469
28,2021-03-02,2427
28,2021-03-03,2335
28,2021-03-04,2300
28,2021-03-05,2207
28,2021-03-06,2219
28,2021-03-07,2320
28,2021-03-08,2235
28,2021-03-09,2226
28,2021-03-10,2156
28,2021-03-11,2126
28,2021-03-12,2082
28,2021-03-13,2106
28,2021-03-14,2200
28,2021-03-15,2114
28,2021-03-16,2070
28,2021-03-17,2025
28,2021-03-18,1953
28,2021-03-19,1964
28,2021-03-20,1992
28,2021-03-21,2100
28,2021-03-22,2073
28,2021-03-23,2029
28,2021-03-24,2048
28,2021-03-25,2032
28,2021-03-26,1976
28,2021-03-27,2017
28,2021-03-28,2146
28,2021-03-29,2118
28,2021-03-30,2112
28,2021-03-31,2050
28,2021-04-01,2093
28,2021-04-02,2174
28,2021-04-03,2324
28,2021-04-04,2460
28,2021-04-05,2427
28,2021-04-06,2447
28,2021-04-07,2442
28,2021-04-08,2480
28,2021-04-09,2443
28,2021-04-10,2484
28,2021-04-11,2641
28,2021-04-12,2607
28,2021-04-13,2600
28,2021-04-14,2600
28,2021-04-15,2619
28,2021-04-16,2552
28,2021-04-17,2585
28,2021-04-18,2809
28,2021-04-19,2750
28,2021-04-20,2727
28,2021-04-21,2777
28,2021-04-22,2788
28,2021-04-23,2642
28,2021-04-24,2663
28,2021-04-25,2886
28,2021-04-26,2829
28,2021-04-27,2798
28,2021-04-28,2731
28,2021-04-29,2716
28,2021-04-30,2600
28,2021-05-01,2628
28,2021-05-02,2730
28,2021-05-03,2814
28,2021-05-04,2646
28,2021-05-05,2544
28,2021-05-06,2466
28,2021-05-07,2287
28,2021-05-08,2302
28,2021-05-09,2432
29,2020-08-19,98
29,2020-08-20,91
29,2020-08-21,104
29,2020-08-22,106
29,2020-08-23,103
29,2020-08-24,125
29,2020-08-25,138
29,2020-08-26,164
29,2020-08-27,157
29,2020-08-28,157
29,2020-08-29,161
29,2020-08-30,181
29,2020-08-31,183
29,2020-09-01,196
29,2020-09-02,204
29,2020-09-03,212
29,2020-09-04,210
29,2020-09-05,210
29,2020-09-06,260
29,2020-09-07,279
29,2020-09-08,269
29,2020-09-09,282
29,2020-09-10,277
29,2020-09-11,261
29,2020-09-12,262
29,2020-09-13,283
29,2020-09-14,262
29,2020-09-15,249
29,2020-09-16,264
29,2020-09-17,257
29,2020-09-18,230
29,2020-09-19,239
29,2020-09-20,242
29,2020-09-21,229
29,2020-09-22,221
29,2020-09-23,220
29,2020-09-24,225
29,2020-09-25,207
29,2020-09-26,208
29,2020-09-27,220
29,2020-09-28,215
29,2020-09-29,206
29,2020-09-30,200
29,2020-10-01,184
29,2020-10-02,178
29,2020-10-03,178
29,2020-10-04,200
29,2020-10-05,205
29,2020-10-06,204
29,2020-10-07,196
29,2020-10-08,189
29,2020-10-09,176
29,2020-10-10,172
29,2020-10-11,178
29,2020-10-12,207
29,2020-10-13,200
29,2020-10-14,198
29,2020-10-15,188
29,2020-10-16,186
29,2020-10-17,184
29,2020-10-18,199
29,2020-10-19,214
29,2020-10-20,225
29,2020-10-21,232
29,2020-10-22,229
29,2020-10-23,224
29,2020-10-24,225
29,2020-10-25,241
29,2020-10-26,244
29,2020-10-27,247
29,2020-10-28,248
29,2020-10-29,249
29,2020-10-30,256
29,2020-10-31,257
29,2020-11-01,266
29,2020-11-02,305
29,2020-11-03,314
29,2020-11-04,347
29,2020-11-05,347
29,2020-11-06,341
29,2020-11-07,342
29,2020-11-08,395
29,2020-11-09,397
29,2020-11-10,406
29,2020-11-11,401
29,2020-11-12,406
29,2020-11-13,402
29,2020-11-14,406
29,2020-11-15,418
29,2020-11-16,415
29,2020-11-17,403
29,2020-11-18,391
29,2020-11-19,391
29,2020-11-20,361
29,2020-11-21,368
29,2020-11-22,375
29,2020-11-23,366
29,2020-11-24,351
29,2020-11-25,339
29,2020-11-26,337
29,2020-11-27,319
29,2020-11-28,318
29,2020-11-29,331
29,2020-11-30,307
29,2020-12-01,304
29,2020-12-02,293
29,2020-12-03,276
29,2020-12-04,250
29,2020-12-05,252
29,2020-12-06,257
29,2020-12-07,250
29,2020-12-08,239
29,2020-12-09,227
29,2020-12-10,213
29,2020-12-11,208
29,2020-12-12,208
29,2020-12-13,209
29,2020-12-14,201
29,2020-12-15,199
29,2020-12-16,187
29,2020-12-17,167
29,2020-12-18,160
29,2020-12-19,159
29,2020-12-20,166
29,2020-12-21,174
29,2020-12-22,173
29,2020-12-23,154
29,2020-12-24,154
29,2020-12-25,158
29,2020-12-26,117
29,2020-12-27,174
29,2020-12-28,158
29,2020-12-29,158
29,2020-12-30,152
29,2020-12-31,148
29,2021-01-01,166
29,2021-01-02,167
29,2021-01-03,196
29,2021-01-04,202
29,2021-01-05,208
29,2021-01-06,234
29,2021-01-07,250
29,2021-01-08,251
29,2021-01-09,265
29,2021-01-10,323
29,2021-01-11,374
29,2021-01-12,410
29,2021-01-13,448
29,2021-01-14,488
29,2021-01-15,517
29,2021-01-16,524
29,2021-01-17,614
29,2021-01-18,657
29,2021-01-19,672
29,2021-01-20,731
29,2021-01-21,766
29,2021-01-22,808
29,2021-01-23,816
29,2021-01-24,888
29,2021-01-25,919
29,2021-01-26,966
29,2021-01-27,943
29,2021-01-28,930
29,2021-01-29,948
29,2021-01-30,958
29,2021-01-31,999
29,2021-02-01,992
29,2021-02-02,978
29,2021-02-03,953
29,2021-02-04,945
29,2021-02-05,888
29,2021-02-06,887
29,2021-02-07,929
29,2021-02-08,885
29,2021-02-09,869
29,2021-02-10,825
29,2021-02-11,786
29,2021-02-12,722
29,2021-02-13,718
29,2021-02-14,724
29,2021-02-15,692
29,2021-02-16,644
29,2021-02-17,634
29,2021-02-18,569
29,2021-02-19,422
29,2021-02-20,424
29,2021-02-21,420
29,2021-02-22,399
29,2021-02-23,477
29,2021-02-24,444
29,2021-02-25,416
29,2021-02-26,390
29,2021-02-27,387
29,2021-02-28,379
29,2021-03-01,387
29,2021-03-02,356
29,2021-03-03,334
29,2021-03-04,335
29,2021-03-05,300
29,2021-03-06,296
29,2021-03-07,295
29,2021-03-08,281
29,2021-03-09,266
29,2021-03-10,251
29,2021-03-11,238
29,2021-03-12,239
29,2021-03-13,241
29,2021-03-14,241
29,2021-03-15,225
29,2021-03-16,211
29,2021-03-17,201
29,2021-03-18,197
29,2021-03-19,189
29,2021-03-20,190
29,2021-03-21,190
29,2021-03-22,188
29,2021-03-23,190
29,2021-03-24,177
29,2021-03-25,159
29,2021-03-26,136
29,2021-03-27,136
29,2021-03-28,139
29,2021-03-29,134
29,2021-03-30,135
29,2021-03-31,133
29,2021-04-01,134
29,2021-04-02,146
29,2021-04-03,156
29,2021-04-04,177
29,2021-04-05,185
29,2021-04-06,177
29,2021-04-07,183
29,2021-04-08,175
29,2021-04-09,165
29,2021-04-10,163
29,2021-04-11,173
29,2021-04-12,163
29,2021-04-13,159
29,2021-04-14,145
29,2021-04-15,149
29,2021-04-16,150
29,2021-04-17,154
29,2021-04-18,176
29,2021-04-19,188
29,2021-04-20,178
29,2021-04-21,165
29,2021-04-22,141
29,2021-04-23,166
29,2021-04-24,167
29,2021-04-25,169
29,2021-04-26,163
29,2021-04-27,168
29,2021-04-28,167
29,2021-04-29,165
29,2021-04-30,150
29,2021-05-01,151
29,2021-05-02,161
29,2021-05-03,152
29,2021-05-04,145
29,2021-05-05,144
29,2021-05-06,142
29,2021-05-07,142
29,2021-05-08,144
29,2021-05-09,145
30,2020-08-19,118
30,2020-08-20,108
30,2020-08-21,120
30,2020-08-22,119
30,2020-08-23,157
30,2020-08-24,170
30,2020-08-25,176
30,2020-08-26,168
30,2020-08-27,169
30,2020-08-28,179
30,2020-08-29,187
30,2020-08-30,227
30,2020-08-31,236
30,2020-09-01,246
30,2020-09-02,239
30,2020-09-03,247
30,2020-09-04,236
30,2020-09-05,243
30,2020-09-06,299
30,2020-09-07,291
30,2020-09-08,307
30,2020-09-09,309
30,2020-09-10,327
30,2020-09-11,322
30,2020-09-12,316
30,2020-09-13,345
30,2020-09-14,327
30,2020-09-15,320
30,2020-09-16,323
30,2020-09-17,319
30,2020-09-18,308
30,2020-09-19,313
30,2020-09-20,325
30,2020-09-21,305
30,2020-09-22,305
30,2020-09-23,299
30,2020-09-24,294
30,2020-09-25,313
30,2020-09-26,316
30,2020-09-27,330
30,2020-09-28,306
30,2020-09-29,298
30,2020-09-30,300
30,2020-10-01,297
30,2020-10-02,307
30,2020-10-03,307
30,2020-10-04,321
30,2020-10-05,354
30,2020-10-06,374
30,2020-10-07,314
30,2020-10-08,298
30,2020-10-09,289
30,2020-10-10,294
30,2020-10-11,294
30,2020-10-12,276
30,2020-10-13,339
30,2020-10-14,333
30,2020-10-15,343
30,2020-10-16,361
30,2020-10-17,364
30,2020-10-18,382
30,2020-10-19,413
30,2020-10-20,415
30,2020-10-21,405
30,2020-10-22,426
30,2020-10-23,464
30,2020-10-24,469
30,2020-10-25,495
30,2020-10-26,505
30,2020-10-27,509
30,2020-10-28,514
30,2020-10-29,504
30,2020-10-30,515
30,2020-10-31,529
30,2020-11-01,559
30,2020-11-02,576
30,2020-11-03,580
30,2020-11-04,580
30,2020-11-05,583
30,2020-11-06,562
30,2020-11-07,567
30,2020-11-08,606
30,2020-11-09,599
30,2020-11-10,609
30,2020-11-11,603
30,2020-11-12,598
30,2020-11-13,583
30,2020-11-14,586
30,2020-11-15,591
30,2020-11-16,584
30,2020-11-17,552
30,2020-11-18,528
30,2020-11-19,479
30,2020-11-20,481
30,2020-11-21,484
30,2020-11-22,466
30,2020-11-23,446
30,2020-11-24,440
30,2020-11-25,412
30,2020-11-26,399
30,2020-11-27,361
30,2020-11-28,365
30,2020-11-29,386
30,2020-11-30,358
30,2020-12-01,338
30,2020-12-02,308
30,2020-12-03,282
30,2020-12-04,266
30,2020-12-05,270
30,2020-12-06,251
30,2020-12-07,253
30,2020-12-08,259
30,2020-12-09,246
30,2020-12-10,241
30,2020-12-11,213
30,2020-12-12,206
30,2020-12-13,227
30,2020-12-14,230
30,2020-12-15,222
30,2020-12-16,220
30,2020-12-17,216
30,2020-12-18,213
30,2020-12-19,224
30,2020-12-20,229
30,2020-12-21,229
30,2020-12-22,225
30,2020-12-23,210
30,2020-12-24,210
30,2020-12-25,218
30,2020-12-26,222
30,2020-12-27,229
30,2020-12-28,233
30,2020-12-29,218
30,2020-12-30,208
30,2020-12-31,204
30,2021-01-01,217
30,2021-01-02,216
30,2021-01-03,239
30,2021-01-04,281
30,2021-01-05,257
30,2021-01-06,317
30,2021-01-07,340
30,2021-01-08,357
30,2021-01-09,371
30,2021-01-10,432
30,2021-01-11,511
30,2021-01-12,540
30,2021-01-13,605
30,2021-01-14,640
30,2021-01-15,680
30,2021-01-16,705
30,2021-01-17,819
30,2021-01-18,869
30,2021-01-19,946
30,2021-01-20,1002
30,2021-01-21,1020
30,2021-01-22,1025
30,2021-01-23,1032
30,2021-01-24,1093
30,2021-01-25,1073
30,2021-01-26,1073
30,2021-01-27,1058
30,2021-01-28,1072
30,2021-01-29,1014
30,2021-01-30,1000
30,2021-01-31,1052
30,2021-02-01,980
30,2021-02-02,954
30,2021-02-03,896
30,2021-02-04,834
30,2021-02-05,804
30,2021-02-06,796
30,2021-02-07,790
30,2021-02-08,700
30,2021-02-09,643
30,2021-02-10,610
30,2021-02-11,566
30,2021-02-12,488
30,2021-02-13,487
30,2021-02-14,491
30,2021-02-15,457
30,2021-02-16,415
30,2021-02-17,399
30,2021-02-18,377
30,2021-02-19,316
30,2021-02-20,307
30,2021-02-21,345
30,2021-02-22,306
30,2021-02-23,289
30,2021-02-24,254
30,2021-02-25,231
30,2021-02-26,225
30,2021-02-27,228
30,2021-02-28,220
30,2021-03-01,201
30,2021-03-02,201
30,2021-03-03,182
30,2021-03-04,172
30,2021-03-05,154
30,2021-03-06,153
30,2021-03-07,159
30,2021-03-08,156
30,2021-03-09,155
30,2021-03-10,139
30,2021-03-11,136
30,2021-03-12,139
30,2021-03-13,143
30,2021-03-14,145
30,2021-03-15,134
30,2021-03-16,127
30,2021-03-17,128
30,2021-03-18,116
30,2021-03-19,111
30,2021-03-20,111
30,2021-03-21,124
30,2021-03-22,116
30,2021-03-23,110
30,2021-03-24,103
30,2021-03-25,100
30,2021-03-26,93
30,2021-03-27,94
30,2021-03-28,91
30,2021-03-29,92
30,2021-03-30,87
30,2021-03-31,93
30,2021-04-01,92
30,2021-04-02,97
30,2021-04-03,92
30,2021-04-04,103
30,2021-04-05,93
30,2021-04-06,94
30,2021-04-07,96
30,2021-04-08,98
30,2021-04-09,85
30,2021-04-10,86
30,2021-04-11,86
30,2021-04-12,85
30,2021-04-13,87
30,2021-04-14,86
30,2021-04-15,83
30,2021-04-16,76
30,2021-04-17,78
30,2021-04-18,80
30,2021-04-19,80
30,2021-04-20,74
30,2021-04-21,76
30,2021-04-22,78
30,2021-04-23,74
30,2021-04-24,74
30,2021-04-25,84
30,2021-04-26,87
30,2021-04-27,83
30,2021-04-28,75
30,2021-04-29,73
30,2021-04-30,72
30,2021-05-01,70
30,2021-05-02,75
30,2021-05-03,58
30,2021-05-04,74
30,2021-05-05,73
30,2021-05-06,70
30,2021-05-07,73
30,2021-05-08,65
30,2021-05-09,72
31,2020-08-19,52
31,2020-08-20,56
31,2020-08-21,47
31,2020-08-22,47
31,2020-08-23,56
31,2020-08-24,52
31,2020-08-25,58
31,2020-08-26,61
31,2020-08-27,61
31,2020-08-28,64
31,2020-08-29,64
31,2020-08-30,64
31,2020-08-31,79
31,2020-09-01,49
31,2020-09-02,80
31,2020-09-03,87
31,2020-09-04,88
31,2020-09-05,88
31,2020-09-06,99
31,2020-09-07,104
31,2020-09-08,106
31,2020-09-09,109
31,2020-09-10,109
31,2020-09-11,107
31,2020-09-12,107
31,2020-09-13,121
31,2020-09-14,126
31,2020-09-15,132
31,2020-09-16,133
31,2020-09-17,152
31,2020-09-18,164
31,2020-09-19,164
31,2020-09-20,176
31,2020-09-21,178
31,2020-09-22,183
31,2020-09-23,187
31,2020-09-24,187
31,2020-09-25,183
31,2020-09-26,181
31,2020-09-27,196
31,2020-09-28,185
31,2020-09-29,174
31,2020-09-30,167
31,2020-10-01,158
31,2020-10-02,163
31,2020-10-03,164
31,2020-10-04,190
31,2020-10-05,171
31,2020-10-06,184
31,2020-10-07,193
31,2020-10-08,191
31,2020-10-09,189
31,2020-10-10,189
31,2020-10-11,189
31,2020-10-12,219
31,2020-10-13,211
31,2020-10-14,214
31,2020-10-15,210
31,2020-10-16,196
31,2020-10-17,197
31,2020-10-18,233
31,2020-10-19,242
31,2020-10-20,250
31,2020-10-21,262
31,2020-10-22,311
31,2020-10-23,296
31,2020-10-24,306
31,2020-10-25,330
31,2020-10-26,332
31,2020-10-27,317
31,2020-10-28,336
31,2020-10-29,345
31,2020-10-30,345
31,2020-10-31,347
31,2020-11-01,364
31,2020-11-02,349
31,2020-11-03,347
31,2020-11-04,348
31,2020-11-05,342
31,2020-11-06,322
31,2020-11-07,322
31,2020-11-08,318
31,2020-11-09,301
31,2020-11-10,292
31,2020-11-11,278
31,2020-11-12,282
31,2020-11-13,271
31,2020-11-14,272
31,2020-11-15,285
31,2020-11-16,286
31,2020-11-17,268
31,2020-11-18,247
31,2020-11-19,245
31,2020-11-20,225
31,2020-11-21,225
31,2020-11-22,210
31,2020-11-23,194
31,2020-11-24,188
31,2020-11-25,184
31,2020-11-26,177
31,2020-11-27,160
31,2020-11-28,160
31,2020-11-29,160
31,2020-11-30,157
31,2020-12-01,158
31,2020-12-02,150
31,2020-12-03,133
31,2020-12-04,130
31,2020-12-05,130
31,2020-12-06,137
31,2020-12-07,144
31,2020-12-08,145
31,2020-12-09,140
31,2020-12-10,147
31,2020-12-11,148
31,2020-12-12,147
31,2020-12-13,142
31,2020-12-14,135
31,2020-12-15,139
31,2020-12-16,137
31,2020-12-17,137
